antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04782162241455185,0.10229328639186348,0.026697960979903183,0.558282208588957,5.457662259967859,1.0,0.02180613006252787,2.03230825441842,0.8577923899137888,0.21632329635499206,0.507948659940779,0.4096382362256449
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.059556989878245564,0.10229328639186348,0.040340325656447115,0.6773399014778324,6.621547956559823,1.0,0.03424804543419443,2.782205539884758,0.9027425400471728,0.33199195171026147,0.6405729247302767,0.5358496830524917
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.10229328639186348,0.059556989878245564,0.040340325656447115,0.394359464627151,6.621547956559823,1.0,0.03424804543419443,1.5528072432318154,0.9457185725108815,0.33199195171026147,0.35600506478915744,0.5358496830524917
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.05789447948755562,0.059556989878245564,0.02518214268250941,0.4349662162162162,7.303361320063905,1.0,0.021734121753662766,1.6644013811422382,0.9161147311087272,0.2729199788023317,0.3991833872946413,0.4288952591754316
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.059556989878245564,0.05789447948755562,0.02518214268250941,0.42282430213464695,7.303361320063906,1.0,0.021734121753662766,1.6322681706744768,0.9177342340909813,0.2729199788023317,0.3873555718563173,0.4288952591754316
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0422962202337294,0.10229328639186348,0.025328834775805584,0.5988439306358382,5.854186054222527,1.0,0.021002215406143374,2.237799156400686,0.8658022218218278,0.2123821238212382,0.5531323724295184,0.42322693663723077
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.040389223020879175,0.10229328639186348,0.02625788470001467,0.6501210653753027,6.355461715100533,1.0,0.02212633834239503,2.565763825053013,0.8781216714704243,0.2255354892902142,0.6102525141886984,0.45340661299357865
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.042198425504865286,0.10229328639186348,0.026160089971150553,0.6199304750869061,6.060324161568985,1.0,0.021843474345695654,2.361953944645798,0.871780071338737,0.2210743801652892,0.5766217193748198,0.43783330637710505
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05745440320766711,0.10229328639186348,0.03325020781379884,0.5787234042553192,5.657491558520809,1.0,0.027373008092003347,2.1309199767465867,0.873425350634132,0.262852725164283,0.5307191208903281,0.45188560270127337
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05789447948755562,0.10229328639186348,0.03540169184880935,0.6114864864864865,5.9777773112500645,1.0,0.029479475278080956,2.3106190193739864,0.8838858529756459,0.2836990595611285,0.5672155419758775,0.47878339620691435
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.07647547797173733,0.10229328639186348,0.028311574006161067,0.3702046035805626,3.6190508354809205,1.0,0.020488646036043494,1.4253942132823607,0.7836115217739391,0.18817029574260644,0.29843969430938977,0.32348662301399067
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.05789447948755562,0.05745440320766711,0.025622218962397927,0.4425675675675676,7.702935595169638,1.0,0.022295926194421896,1.6908696766698819,0.9236538209341846,0.285558583106267,0.40858836503031365,0.4442625071880391
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.05745440320766711,0.05789447948755562,0.025622218962397927,0.4459574468085106,7.702935595169638,1.0,0.022295926194421896,1.7004208703565622,0.9232225652593345,0.285558583106267,0.41191029971873416,0.4442625071880391
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0622463449220087,0.05623196909686568,0.025524424233533814,0.41005498821681075,7.292203968714779,1.0,0.02202418968948658,1.5997559298797472,0.9201427721499211,0.2745923198316676,0.37490464556354575,0.4319840158475358
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05623196909686568,0.0622463449220087,0.025524424233533814,0.4539130434782609,7.292203968714779,1.0,0.02202418968948658,1.7172240499039648,0.9142789536444323,0.2745923198316676,0.4176648061410947,0.4319840158475358
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0622463449220087,0.05329812723094225,0.02660016625103907,0.42733699921445406,8.017861441224587,1.0,0.023282552639724733,1.6531570425720308,0.9333778210940231,0.2990654205607477,0.39509679101982337,0.46320978401089674
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05329812723094225,0.0622463449220087,0.02660016625103907,0.4990825688073395,8.017861441224587,1.0,0.023282552639724733,1.8720723150824368,0.9245555422210205,0.2990654205607477,0.46583260061940246,0.46320978401089674
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0622463449220087,0.07647547797173733,0.03134321060094861,0.5035349567949725,6.584266880699477,1.0,0.026582891621044366,1.8602005008575606,0.9044196182280496,0.2918943533697632,0.46242354007592434,0.4566907520547752
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.07647547797173733,0.0622463449220087,0.03134321060094861,0.4098465473145779,6.584266880699476,1.0,0.026582891621044366,1.5889996928948842,0.9183543939417343,0.2918943533697632,0.37067325785433486,0.4566907520547752
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05657425064789008,0.0622463449220087,0.02503545058921324,0.44252376836646495,7.109232982610036,1.0,0.0215139102696805,1.6821410525972647,0.9108696153920908,0.2669447340980188,0.4055195321129719,0.42236164851944613
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0622463449220087,0.05657425064789008,0.02503545058921324,0.40219952867242736,7.109232982610036,1.0,0.0215139102696805,1.5781616017414402,0.9163790989349776,0.2669447340980188,0.3663513299927341,0.42236164851944613
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0622463449220087,0.053053640408781966,0.02518214268250941,0.40455616653574233,7.6254176606658675,1.0,0.02187974748225615,1.590320205487626,0.926532930633503,0.27943570265870865,0.37119581544059005,0.4396052722079633
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.053053640408781966,0.0622463449220087,0.02518214268250941,0.47465437788018433,7.625417660665868,1.0,0.02187974748225615,1.7850223083502117,0.9175383942832449,0.27943570265870865,0.4397829117753494,0.4396052722079633
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05623196909686568,0.07647547797173733,0.02708913989535964,0.48173913043478256,6.2992627599243844,1.0,0.022788773181384874,1.781968456933728,0.8913750377124546,0.2564814814814814,0.4388228388056197,0.4179795396419437
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.07647547797173733,0.05623196909686568,0.02708913989535964,0.3542199488491048,6.2992627599243844,1.0,0.022788773181384874,1.461438812210398,0.9109138350658171,0.2564814814814814,0.3157428202638745,0.4179795396419437
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05329812723094225,0.07647547797173733,0.02963180284582661,0.5559633027522936,7.2698244914240115,1.0,0.02555580309084183,2.079838283080178,0.910999673904687,0.2958984375,0.5191933872286312,0.4717156667214153
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07647547797173733,0.05329812723094225,0.02963180284582661,0.38746803069053704,7.2698244914240115,1.0,0.02555580309084183,1.545555040721092,0.933862693200013,0.2958984375,0.35298324960757055,0.4717156667214153
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05657425064789008,0.07647547797173733,0.027382524081951982,0.48401037165082106,6.32896170756454,1.0,0.02305598122276172,1.7898121808822443,0.8924880421744732,0.2591392873669597,0.4412821576021042,0.42103331881773787
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.07647547797173733,0.05657425064789008,0.027382524081951982,0.3580562659846547,6.32896170756454,1.0,0.02305598122276172,1.4696393147277886,0.9117204577600618,0.2591392873669597,0.3195609358169469,0.42103331881773787
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.07647547797173733,0.053053640408781966,0.027186934624223755,0.3554987212276215,6.700741334401924,1.0,0.023129632115821475,1.4692699468260564,0.9212129846078132,0.26564739608217874,0.31938987647558026,0.4339705587704928
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.053053640408781966,0.07647547797173733,0.027186934624223755,0.5124423963133641,6.700741334401923,1.0,0.023129632115821475,1.8941854563339604,0.8984276381435387,0.26564739608217874,0.4720685893474141,0.4339705587704928
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04977751699183414,0.07647547797173733,0.02572001369126204,0.5166994106090372,6.756406423507301,1.0,0.021913254287065247,1.910869844359291,0.8966240445136737,0.2558365758754863,0.4766781196783725,0.42650827307945466
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.04009583883428683,0.05672094274118625,0.026991345166495526,0.6731707317073171,11.868116063919262,1.0,0.02471707138781611,2.8861523393739827,0.9539917270746726,0.3865546218487395,0.6535179427788266,0.5745164003364172
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.05672094274118625,0.04009583883428683,0.026991345166495526,0.47586206896551725,11.868116063919262,1.0,0.02471707138781611,1.8313960969609004,0.9708056396352133,0.3865546218487395,0.45396847702174076,0.5745164003364172
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.037455381154955746,0.05212459048457288,0.02928952129480221,0.7819843342036554,15.00221540225043,1.0,0.027337174890656554,4.347739902328248,0.9696622471709051,0.48580697485806973,0.7699954407427886,0.6719490151318465
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.05212459048457288,0.037455381154955746,0.02928952129480221,0.5619136960600375,15.002215402250428,1.0,0.027337174890656554,2.197157523958923,0.9846686270600602,0.48580697485806973,0.5448664972376849,0.6719490151318465
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.05212459048457288,0.09725685785536159,0.025671116326829984,0.4924953095684803,5.063862029152836,1.0,0.020601642439302945,1.7787877810095831,0.8466537455322598,0.20750988142292492,0.4378193898811067,0.37822352205422505
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.04752823822795951,0.053787100875262825,0.026355679428878783,0.5545267489711934,10.30966049382716,1.0,0.023799273284888,2.124062212353913,0.9480633775148747,0.3515981735159817,0.5292039968585538,0.5222633744855967
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.053787100875262825,0.04752823822795951,0.026355679428878783,0.49,10.30966049382716,1.0,0.023799273284888,1.867591689749099,0.9543344804202493,0.3515981735159817,0.4645510549822886,0.5222633744855967
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.02928952129480221,0.04963082489853797,0.026502371522174956,0.9048414023372288,18.231439920392774,1.0,0.02504870841943063,9.987212910276773,0.9736679658253363,0.5055970149253731,0.8998719653837551,0.71941577506024
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03095203168549215,0.05212459048457288,0.026502371522174956,0.8562401263823066,16.42679814694611,1.0,0.024889009545903153,6.593463013442483,0.9691200999203452,0.46845289541918755,0.8483346311397757,0.6823414515588831
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03755317588381986,0.037455381154955746,0.026502371522174956,0.7057291666666667,18.841863169060055,1.0,0.02509580300586739,3.2709480852787354,0.9838742969048346,0.5463709677419356,0.6942782416814834,0.7066504841166232
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER'})",0.037455381154955746,0.03755317588381986,0.026502371522174956,0.7075718015665797,18.841863169060055,1.0,0.02509580300586739,3.2912244074687242,0.9837743350763453,0.5463709677419356,0.6961617087760058,0.7066504841166232
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.05212459048457288,0.03095203168549215,0.026502371522174956,0.5084427767354597,16.42679814694611,1.0,0.024889009545903153,1.9713838439375295,0.9907671983606604,0.46845289541918755,0.4927421145936465,0.6823414515588831
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.04963082489853797,0.02928952129480221,0.026502371522174956,0.5339901477832513,18.231439920392774,1.0,0.02504870841943063,2.083025657263797,0.9945079469831537,0.5055970149253731,0.5199291009628889,0.71941577506024
